account_id,loan_amount,outstanding_amount,days_past_due,customer_location,income_band,payment_history,contact_attempts,last_channel,last_outcome,assigned_channel,recovery_amount
SFL106895,648877,284099,751,Tier 1,Low,Poor,5,Call,Promised,Legal,0
SFL106896,341435,171408,96,Tier 2,High,Poor,6,Field,No Response,Field,0
SFL106897,126550,62733,144,Tier 3,Low,Average,9,Legal,Promised,Field,23414
SFL106898,176522,101009,154,Tier 3,Low,Poor,1,Field,Promised,Call,0
SFL106899,52351,35660,6,Tier 3,Medium,Average,8,Legal,Refused,Field,0
SFL106900,977245,755991,627,Tier 2,Low,Average,13,Field,Promised,Legal,0
SFL106901,65719,47657,738,Tier 1,High,Good,8,Call,Refused,Call,0
SFL106902,107878,61595,322,Tier 2,Low,Average,4,Field,Promised,Field,0
SFL106903,257033,174968,14,Tier 2,Low,Poor,2,Call,No Response,Call,0
SFL106904,41812,17029,34,Tier 2,Medium,Average,6,Call,Promised,Field,0
SFL106905,259292,187619,252,Tier 3,Low,Poor,2,Field,No Response,Legal,0
SFL106906,947297,300054,107,Tier 1,High,Poor,6,Field,No Response,Field,93009
SFL106907,917876,399735,563,Tier 2,Low,Average,3,Call,No Response,Field,0
SFL106908,38243,15416,464,Tier 2,Low,Average,6,Field,No Response,Field,0
SFL106909,206803,125729,156,Tier 2,High,Poor,5,Call,No Response,Field,0
SFL106910,10742,7590,323,Tier 2,Medium,Poor,2,Call,No Response,Call,0
SFL106911,481778,237226,124,Tier 2,Medium,Poor,6,Call,Refused,Field,0
SFL106912,256412,175558,148,Tier 1,Low,Poor,12,Field,Paid,Call,0
SFL106913,264534,96346,332,Tier 3,Medium,Good,7,Legal,Promised,Call,94797
SFL106914,1051870,953797,818,Tier 2,Low,Average,7,Field,No Response,Legal,0
SFL106915,1027311,672393,473,Tier 1,Low,Poor,8,Call,Refused,Call,0
SFL106916,1190515,863750,99,Tier 3,Medium,Average,16,Call,Refused,Call,376136
SFL106917,496556,228444,230,Tier 2,Medium,Poor,5,Field,Refused,Legal,0
SFL106918,30177,28158,28,Tier 2,Medium,Average,8,Call,No Response,Field,0
SFL106919,72705,62853,105,Tier 2,Low,Average,5,Call,Promised,Field,0
SFL106920,18319,14655,54,Tier 2,Low,Average,4,Call,No Response,Field,9977
SFL106921,74326,42250,34,Tier 2,High,Good,7,Field,Paid,Field,24710
SFL106922,309766,276020,275,Tier 2,Low,Average,9,Field,Refused,Call,0
SFL106923,14220,11521,441,Tier 3,Medium,Average,19,Legal,Refused,Field,0
SFL106924,617935,574032,74,Tier 1,High,Average,5,Call,No Response,Call,0
SFL106925,43473,14879,143,Tier 3,Medium,Poor,1,Call,Refused,Call,4424
SFL106926,835268,648032,238,Tier 3,Low,Average,4,Field,Promised,Field,0
SFL106927,583878,314382,97,Tier 2,High,Good,4,Field,Paid,Field,268530
SFL106928,253829,227023,328,Tier 3,Low,Poor,9,Call,Paid,Call,0
SFL106929,1076034,462692,101,Tier 3,High,Average,3,Legal,Promised,Field,403671
SFL106930,67750,58455,87,Tier 3,Medium,Poor,4,Call,No Response,Call,15999
SFL106931,1053969,392156,285,Tier 2,High,Poor,7,Field,No Response,Field,0
SFL106932,34681,14583,173,Tier 2,High,Average,11,Call,Refused,Legal,0
SFL106933,62055,42434,159,Tier 1,Low,Good,11,Call,No Response,Field,0
SFL106934,37231,32054,272,Tier 3,High,Poor,9,Field,Refused,Legal,0
SFL106935,30896,28091,10,Tier 1,Medium,Average,6,Field,Promised,Legal,0
SFL106936,51333,19643,836,Tier 1,Medium,Poor,9,Call,Promised,Legal,0
SFL106937,266536,151811,336,Tier 3,Medium,Poor,1,Field,No Response,Call,0
SFL106938,757652,294546,74,Tier 1,Low,Average,6,Call,No Response,Call,0
SFL106939,493770,287086,293,Tier 2,Low,Average,5,Call,No Response,Field,138715
SFL106940,246310,207576,125,Tier 3,Low,Average,6,Call,Promised,Field,105243
SFL106941,57994,18886,743,Tier 1,High,Average,12,Call,No Response,Legal,0
SFL106942,180051,173749,37,Tier 3,Medium,Good,2,Call,No Response,Field,92137
SFL106943,56091,52821,25,Tier 2,High,Average,5,Legal,No Response,Field,0
SFL106944,261528,94252,856,Tier 2,High,Good,3,Call,No Response,Field,0
SFL106945,39995,13437,690,Tier 1,Low,Poor,4,Call,Refused,Call,0
SFL106946,52202,21094,278,Tier 3,High,Good,12,Call,Paid,Call,19276
SFL106947,708880,318285,96,Tier 2,Medium,Poor,16,Legal,No Response,Field,0
SFL106948,184715,81398,335,Tier 3,Low,Average,6,Call,Promised,Field,0
SFL106949,28892,11966,339,Tier 2,Low,Good,3,Field,Promised,Call,0
SFL106950,59758,25274,110,Tier 2,Low,Poor,5,Call,No Response,Call,0
SFL106951,35765,18070,147,Tier 2,Low,Good,6,Call,No Response,Field,8345
SFL106952,37606,21211,160,Tier 2,Medium,Average,13,Call,Promised,Field,11364
SFL106953,234438,87906,59,Tier 3,Low,Average,9,Legal,Refused,Call,0
SFL106954,191690,112049,81,Tier 2,Medium,Poor,7,Call,No Response,Call,0
SFL106955,53460,44186,163,Tier 2,Medium,Average,8,Call,Refused,Call,0
SFL106956,72979,68101,328,Tier 3,Low,Poor,19,Call,Promised,Call,0
SFL106957,74498,27054,244,Tier 3,Low,Average,6,Call,Promised,Call,14158
SFL106958,10173,5721,117,Tier 3,Medium,Poor,6,Field,Promised,Field,2938
SFL106959,212479,192791,144,Tier 2,High,Average,2,Call,Refused,Field,0
SFL106960,65700,28948,221,Tier 2,Medium,Average,5,Field,Paid,Call,0
SFL106961,996120,419886,211,Tier 1,High,Average,20,Call,Paid,Call,0
SFL106962,41759,20410,340,Tier 1,Medium,Good,4,Call,Promised,Field,19365
SFL106963,308063,231018,75,Tier 3,Medium,Good,4,Call,Refused,Field,102114
SFL106964,250111,123884,784,Tier 1,Low,Good,3,Field,Promised,Legal,0
SFL106965,839768,582706,136,Tier 2,Low,Good,10,Call,Paid,Legal,310109
SFL106966,200716,66296,850,Tier 1,High,Average,4,Legal,No Response,Call,0
SFL106967,891358,522108,21,Tier 2,Medium,Average,4,Call,Promised,Field,139797
SFL106968,41101,17514,31,Tier 3,Medium,Poor,7,Legal,No Response,Call,0
SFL106969,52635,27582,726,Tier 1,Medium,Average,7,Field,Promised,Field,0
SFL106970,150774,106973,745,Tier 2,Low,Average,14,Field,No Response,Legal,0
SFL106971,216261,85019,119,Tier 1,Low,Average,4,Call,No Response,Call,0
SFL106972,286319,175131,347,Tier 3,High,Good,8,Call,Paid,Call,161341
SFL106973,265940,149222,362,Tier 2,Medium,Poor,8,Call,Promised,Call,0
SFL106974,934459,545567,178,Tier 2,Medium,Average,13,Call,Promised,Field,0
SFL106975,17148,6448,869,Tier 2,Low,Good,17,Field,Promised,Legal,0
SFL106976,552607,171181,141,Tier 2,Medium,Average,8,Field,Paid,Call,37833
SFL106977,171964,112788,100,Tier 2,Low,Poor,6,Field,Promised,Call,0
SFL106978,63223,49694,145,Tier 2,Medium,Average,10,Field,Refused,Call,0
SFL106979,163655,94470,27,Tier 2,Low,Poor,2,Field,No Response,Call,0
SFL106980,16634,15827,597,Tier 2,High,Average,2,Legal,Refused,Legal,5838
SFL106981,137519,123955,42,Tier 1,Medium,Good,5,Call,Promised,Legal,0
SFL106982,66284,59913,623,Tier 1,Low,Average,8,Call,Promised,Field,0
SFL106983,22938,16044,35,Tier 2,High,Poor,9,Field,Refused,Field,0
SFL106984,19022,12384,154,Tier 1,Low,Poor,9,Call,Promised,Legal,0
SFL106985,1019600,353239,31,Tier 3,Low,Good,4,Field,Refused,Field,196893
SFL106986,1036121,879555,44,Tier 1,High,Poor,7,Field,Refused,Field,0
SFL106987,47575,15906,42,Tier 2,Low,Average,7,Field,No Response,Field,0
SFL106988,74619,44078,151,Tier 1,Medium,Average,10,Field,No Response,Call,0
SFL106989,191725,97864,4,Tier 3,Medium,Average,2,Field,No Response,Field,23160
SFL106990,468073,341656,64,Tier 3,Medium,Poor,1,Field,Refused,Call,0
SFL106991,252404,115942,230,Tier 1,Low,Good,5,Call,No Response,Field,0
SFL106992,680541,229895,108,Tier 3,Medium,Good,5,Legal,Promised,Field,143694
SFL106993,1065377,694951,300,Tier 2,Medium,Poor,4,Call,No Response,Field,120731
SFL106994,39176,30238,132,Tier 2,Low,Good,5,Call,Refused,Field,0
SFL106995,941376,864443,586,Tier 2,High,Good,6,Call,No Response,Call,0
SFL106996,670067,376269,129,Tier 1,Medium,Good,6,Legal,Refused,Legal,0
SFL106997,22155,20800,53,Tier 2,Medium,Poor,5,Call,No Response,Legal,0
SFL106998,322093,198792,92,Tier 3,Low,Average,17,Field,Promised,Field,50921
SFL106999,69880,21474,123,Tier 2,High,Poor,9,Call,No Response,Field,0
SFL107000,69712,23939,168,Tier 1,Medium,Good,1,Field,Paid,Call,18933
SFL107001,63214,55126,121,Tier 3,Low,Average,5,Field,No Response,Call,21219
SFL107002,65997,33192,12,Tier 1,Low,Poor,3,Call,No Response,Call,14324
SFL107003,171476,125256,1,Tier 3,Low,Average,10,Call,Refused,Field,29416
SFL107004,289081,104358,53,Tier 1,Low,Good,8,Field,Paid,Field,95020
SFL107005,320325,274019,254,Tier 1,Low,Average,6,Field,Refused,Field,0
SFL107006,26638,17894,90,Tier 3,Low,Poor,8,Call,No Response,Call,0
SFL107007,177976,161874,158,Tier 1,Low,Poor,1,Call,Paid,Field,0
SFL107008,274385,102360,161,Tier 1,Medium,Average,6,Legal,No Response,Field,0
SFL107009,12199,5223,84,Tier 1,Low,Average,4,Call,No Response,Call,0
SFL107010,17519,7917,163,Tier 3,High,Good,8,Call,No Response,Legal,5393
SFL107011,196282,166088,318,Tier 2,Medium,Average,2,Call,No Response,Legal,89063
SFL107012,175224,105448,84,Tier 3,Medium,Good,19,Call,Paid,Field,97634
SFL107013,128665,53598,131,Tier 3,Medium,Average,6,Field,No Response,Field,0
SFL107014,59865,57667,192,Tier 1,Medium,Poor,6,Call,Refused,Call,29954
SFL107015,613056,425962,93,Tier 2,Low,Average,9,Field,Promised,Field,307249
SFL107016,65872,29616,239,Tier 2,Medium,Good,3,Call,Promised,Field,20430
SFL107017,10582,6386,4,Tier 2,Low,Average,2,Call,Promised,Field,1799
SFL107018,61724,53912,799,Tier 1,High,Poor,6,Call,Promised,Legal,0
SFL107019,17900,5430,148,Tier 2,High,Poor,5,Call,No Response,Field,0
SFL107020,50582,36568,12,Tier 2,Low,Poor,2,Call,Promised,Field,0
SFL107021,981258,359770,56,Tier 2,Low,Average,6,Legal,No Response,Call,0
SFL107022,282722,112272,248,Tier 3,High,Average,1,Call,Promised,Field,0
SFL107023,296476,249909,233,Tier 2,Low,Poor,2,Call,No Response,Legal,0
SFL107024,164855,70946,182,Tier 3,High,Average,5,Call,Refused,Field,31240
SFL107025,37128,32362,31,Tier 1,Medium,Average,6,Legal,Promised,Call,0
SFL107026,262520,107311,693,Tier 2,Low,Poor,6,Call,Promised,Legal,0
SFL107027,180119,78878,86,Tier 3,Low,Average,2,Call,No Response,Call,0
SFL107028,14323,8940,753,Tier 2,High,Good,1,Call,Promised,Legal,0
SFL107029,60229,22183,88,Tier 2,Medium,Average,15,Field,Promised,Legal,0
SFL107030,11976,8912,325,Tier 3,Medium,Average,5,Field,No Response,Field,3074
SFL107031,347187,225763,485,Tier 2,Low,Good,9,Legal,Paid,Field,191521
SFL107032,51998,45834,335,Tier 1,Medium,Average,5,Field,No Response,Field,25218
SFL107033,71157,57725,50,Tier 2,Low,Good,19,Field,Paid,Field,32090
SFL107034,26566,17617,110,Tier 1,Medium,Poor,5,Call,No Response,Field,0
SFL107035,56045,25219,517,Tier 1,Medium,Poor,6,Call,No Response,Call,0
SFL107036,56450,38355,79,Tier 2,Medium,Poor,5,Call,Refused,Call,0
SFL107037,59073,19295,74,Tier 3,Low,Poor,2,Call,No Response,Call,5122
SFL107038,60723,29125,41,Tier 3,Low,Poor,4,Call,Refused,Call,0
SFL107039,164466,76057,204,Tier 2,Medium,Average,10,Call,Refused,Field,14583
SFL107040,273302,187796,209,Tier 2,High,Average,3,Field,Promised,Field,111611
SFL107041,50746,16696,585,Tier 3,High,Good,5,Call,Promised,Field,0
SFL107042,12920,4927,667,Tier 1,Low,Poor,6,Field,No Response,Call,0
SFL107043,105826,42980,174,Tier 1,Medium,Average,2,Field,Promised,Call,22189
SFL107044,153812,70747,57,Tier 1,Low,Average,2,Call,Paid,Legal,52825
SFL107045,19034,9538,89,Tier 1,Medium,Good,6,Call,No Response,Legal,0
SFL107046,265829,123865,148,Tier 2,Medium,Average,5,Call,No Response,Field,0
SFL107047,1146187,500147,117,Tier 2,Medium,Poor,6,Field,Promised,Field,0
SFL107048,130127,94281,328,Tier 1,Low,Average,14,Call,Refused,Call,0
SFL107049,900964,731005,192,Tier 3,Medium,Good,1,Call,Promised,Field,556130
SFL107050,1088731,908197,142,Tier 3,Medium,Average,5,Legal,No Response,Field,0
SFL107051,192669,103482,96,Tier 3,Low,Poor,11,Call,No Response,Field,0
SFL107052,1026247,913065,149,Tier 2,Medium,Average,2,Field,Promised,Field,714011
SFL107053,998513,828862,137,Tier 2,Low,Good,3,Field,No Response,Field,484850
SFL107054,270454,192054,583,Tier 3,Medium,Poor,20,Call,No Response,Legal,0
SFL107055,27850,25309,330,Tier 1,High,Average,8,Field,Promised,Call,21225
SFL107056,141446,94489,168,Tier 1,Low,Average,5,Field,Refused,Field,21340
SFL107057,341748,276237,177,Tier 3,Low,Average,16,Field,No Response,Field,0
SFL107058,198174,83297,307,Tier 2,High,Poor,18,Call,Promised,Legal,0
SFL107059,1175977,986779,498,Tier 3,Medium,Average,5,Call,No Response,Field,0
SFL107060,219912,178813,278,Tier 3,Medium,Average,7,Call,Promised,Field,0
SFL107061,48952,31681,120,Tier 2,Medium,Poor,1,Call,No Response,Call,0
SFL107062,22716,15164,72,Tier 2,Low,Poor,11,Call,Refused,Call,0
SFL107063,45637,27108,101,Tier 2,Low,Poor,4,Field,No Response,Call,0
SFL107064,702380,383242,300,Tier 3,High,Poor,9,Call,No Response,Call,0
SFL107065,187284,109813,81,Tier 3,Low,Average,19,Field,Promised,Legal,28584
SFL107066,65249,50217,103,Tier 3,Low,Poor,7,Call,No Response,Call,0
SFL107067,23762,18802,887,Tier 1,High,Average,6,Call,Promised,Legal,8857
SFL107068,338413,263641,162,Tier 2,Medium,Poor,4,Call,Refused,Call,0
SFL107069,64101,29652,285,Tier 1,High,Poor,13,Call,No Response,Call,0
SFL107070,108116,55249,168,Tier 2,Low,Poor,10,Call,No Response,Call,0
SFL107071,776402,242086,76,Tier 3,Medium,Poor,8,Call,Promised,Field,89384
SFL107072,28396,11684,371,Tier 1,Medium,Average,10,Legal,Promised,Call,0
SFL107073,561971,466128,214,Tier 2,Medium,Good,6,Field,Paid,Field,0
SFL107074,52546,18553,787,Tier 2,Medium,Average,4,Call,No Response,Call,0
SFL107075,541716,270967,20,Tier 3,Low,Poor,7,Legal,No Response,Field,48696
SFL107076,323097,138531,457,Tier 3,Low,Poor,5,Field,Paid,Legal,0
SFL107077,55803,41742,127,Tier 2,Medium,Poor,2,Call,Refused,Call,0
SFL107078,43814,18329,560,Tier 2,High,Poor,10,Field,Refused,Legal,0
SFL107079,46531,27844,60,Tier 3,Medium,Average,17,Field,No Response,Field,0
SFL107080,1150029,799594,13,Tier 1,Medium,Poor,2,Call,No Response,Field,283651
SFL107081,166875,158114,137,Tier 3,Low,Average,5,Legal,Refused,Field,48081
SFL107082,203425,130314,92,Tier 2,Low,Average,20,Field,Refused,Call,0
SFL107083,1066154,557956,187,Tier 1,Medium,Poor,5,Field,No Response,Call,0
SFL107084,318228,236103,115,Tier 1,Medium,Poor,10,Field,No Response,Field,0
SFL107085,27395,13526,168,Tier 3,Medium,Average,1,Field,Refused,Field,7544
SFL107086,18499,15773,162,Tier 2,Medium,Average,6,Call,Paid,Field,0
SFL107087,31357,15787,161,Tier 3,High,Average,3,Legal,No Response,Field,0
SFL107088,68211,42953,120,Tier 3,Medium,Poor,7,Field,Promised,Call,9300
SFL107089,60136,18403,249,Tier 2,Medium,Average,15,Call,No Response,Field,0
SFL107090,21571,14093,138,Tier 1,High,Average,1,Call,Refused,Call,0
SFL107091,128228,63160,157,Tier 2,High,Average,4,Legal,Promised,Field,43954
SFL107092,257061,135045,110,Tier 1,Low,Poor,4,Call,Paid,Legal,0
SFL107093,62107,48964,43,Tier 3,High,Poor,6,Field,Promised,Call,11392
SFL107094,524993,345335,344,Tier 2,Low,Average,4,Field,Promised,Field,0
SFL107095,100793,68469,69,Tier 2,Low,Poor,6,Field,No Response,Call,0
SFL107096,54976,43919,203,Tier 1,High,Average,3,Field,Promised,Call,0
SFL107097,18258,12480,167,Tier 2,Medium,Poor,6,Call,No Response,Call,0
SFL107098,134432,47254,124,Tier 2,Low,Average,3,Call,No Response,Call,0
SFL107099,283416,192148,6,Tier 2,Low,Poor,2,Legal,No Response,Call,83962
SFL107100,29641,10544,881,Tier 3,Medium,Poor,10,Call,No Response,Call,1519
SFL107101,74096,58530,169,Tier 1,Low,Poor,1,Call,No Response,Legal,0
SFL107102,338130,253433,171,Tier 3,Medium,Poor,3,Field,Promised,Call,0
SFL107103,349296,106926,45,Tier 2,High,Average,4,Call,No Response,Field,0
SFL107104,211103,145410,576,Tier 1,Low,Poor,2,Call,Paid,Call,0
SFL107105,43191,28200,253,Tier 3,Low,Poor,7,Call,No Response,Call,0
SFL107106,202625,127840,169,Tier 3,Medium,Poor,13,Call,Paid,Field,0
SFL107107,273957,246131,699,Tier 2,High,Poor,6,Call,Promised,Call,0
SFL107108,949235,481254,47,Tier 3,Medium,Good,2,Field,Paid,Field,418530
SFL107109,55243,51468,89,Tier 2,High,Poor,5,Call,Refused,Field,0
SFL107110,414738,158228,104,Tier 1,Medium,Poor,5,Call,Paid,Call,0
SFL107111,139037,134426,594,Tier 2,Medium,Poor,6,Field,No Response,Legal,0
SFL107112,991783,386264,604,Tier 3,Medium,Poor,6,Call,Refused,Call,0
SFL107113,324499,172306,1,Tier 2,Low,Poor,6,Call,Refused,Field,0
SFL107114,563845,238058,356,Tier 2,Low,Poor,2,Call,Refused,Call,0
SFL107115,481103,184561,125,Tier 3,Low,Average,19,Call,Promised,Field,0
SFL107116,330989,143719,293,Tier 3,Medium,Average,6,Call,No Response,Call,102754
SFL107117,32404,20204,45,Tier 3,Low,Good,8,Call,Promised,Field,14689
SFL107118,127691,119080,410,Tier 2,High,Average,20,Field,Refused,Field,63041
SFL107119,1024014,379921,103,Tier 2,Low,Average,4,Call,Refused,Call,186691
SFL107120,10104,5188,164,Tier 3,Low,Average,4,Field,Promised,Field,4628
SFL107121,181942,136591,246,Tier 2,High,Average,17,Call,No Response,Field,109969
SFL107122,645728,383480,83,Tier 3,High,Poor,3,Call,Refused,Call,103452
SFL107123,23888,12071,274,Tier 1,Low,Average,1,Call,Paid,Field,0
SFL107124,1147627,530209,195,Tier 3,Medium,Average,2,Call,No Response,Call,0
SFL107125,71586,59191,218,Tier 2,Medium,Poor,9,Field,Paid,Call,0
SFL107126,122209,77365,121,Tier 2,Medium,Average,14,Call,Refused,Field,0
SFL107127,609307,421320,678,Tier 2,Medium,Poor,7,Call,No Response,Call,0
SFL107128,813333,574649,94,Tier 2,High,Average,2,Field,No Response,Field,0
SFL107129,57044,25550,158,Tier 2,High,Poor,2,Field,No Response,Call,0
SFL107130,133999,127351,347,Tier 2,Medium,Good,19,Field,Promised,Field,82386
SFL107131,977454,932529,746,Tier 1,Low,Good,12,Field,Promised,Legal,0
SFL107132,33875,14394,124,Tier 2,Low,Good,5,Field,Paid,Field,8574
SFL107133,41188,15427,724,Tier 3,High,Poor,1,Field,Refused,Legal,0
SFL107134,166061,145858,188,Tier 2,Low,Good,10,Call,Paid,Field,0
SFL107135,344413,239314,93,Tier 2,High,Poor,9,Field,Paid,Legal,0
SFL107136,813641,678453,234,Tier 3,Medium,Average,2,Call,Refused,Call,0
SFL107137,19617,9907,138,Tier 2,Low,Average,4,Call,Refused,Call,0
SFL107138,690582,264163,779,Tier 1,Low,Good,10,Legal,Paid,Field,0
SFL107139,10726,9429,234,Tier 2,High,Good,4,Field,Promised,Field,0
SFL107140,652975,264073,213,Tier 3,Low,Good,1,Call,Promised,Field,219215
SFL107141,1186174,1107285,8,Tier 3,Medium,Average,16,Call,Promised,Call,0
SFL107142,736110,586728,684,Tier 1,Medium,Good,4,Field,No Response,Legal,0
SFL107143,1036042,447466,67,Tier 3,High,Poor,5,Field,Paid,Call,0
SFL107144,52553,26426,204,Tier 3,Medium,Average,3,Call,Refused,Field,0
SFL107145,747289,550477,329,Tier 2,Low,Poor,16,Field,No Response,Call,0
SFL107146,313508,278733,13,Tier 2,Low,Poor,8,Field,Refused,Field,0
SFL107147,38371,28724,170,Tier 2,High,Average,8,Call,No Response,Call,6801
SFL107148,273766,224008,141,Tier 3,Low,Good,7,Call,Promised,Field,161578
SFL107149,96305,67598,170,Tier 2,Low,Good,3,Call,Promised,Field,59888
SFL107150,21396,10131,612,Tier 1,Medium,Poor,5,Legal,No Response,Legal,2447
SFL107151,52784,34529,14,Tier 2,Low,Average,2,Call,No Response,Field,0
SFL107152,25859,20272,126,Tier 2,Medium,Poor,9,Call,Refused,Field,0
SFL107153,18075,5867,271,Tier 3,Low,Average,9,Call,Promised,Field,4643
SFL107154,984301,810338,139,Tier 2,High,Average,5,Legal,Paid,Field,617810
SFL107155,576338,531830,811,Tier 2,High,Poor,5,Field,Refused,Call,0
SFL107156,506227,440572,446,Tier 1,Low,Average,10,Field,No Response,Legal,0
SFL107157,251006,217218,44,Tier 3,Low,Good,10,Field,No Response,Field,145802
SFL107158,31793,15702,173,Tier 1,Low,Poor,6,Call,Promised,Call,0
SFL107159,57144,17509,585,Tier 2,Medium,Poor,2,Field,Promised,Call,0
SFL107160,43100,34048,340,Tier 1,Medium,Average,4,Legal,Paid,Call,15513
SFL107161,40690,12764,103,Tier 1,Medium,Average,2,Call,Promised,Field,8318
SFL107162,274487,183986,300,Tier 1,Medium,Average,9,Call,Promised,Legal,61729
SFL107163,116484,82293,16,Tier 2,High,Average,2,Call,Refused,Field,16253
SFL107164,64301,51108,82,Tier 2,Medium,Poor,5,Legal,No Response,Legal,0
SFL107165,373528,166332,157,Tier 1,Medium,Poor,13,Field,Refused,Call,0
SFL107166,44988,40806,3,Tier 2,Low,Average,2,Legal,No Response,Field,24368
SFL107167,238728,219499,865,Tier 1,Medium,Poor,6,Field,No Response,Legal,0
SFL107168,125250,66250,740,Tier 3,Low,Poor,17,Call,Refused,Field,0
SFL107169,128068,82833,6,Tier 2,Low,Poor,9,Call,Promised,Call,0
SFL107170,65976,23443,312,Tier 2,High,Poor,2,Call,Refused,Field,9647
SFL107171,305121,114481,168,Tier 3,High,Poor,1,Call,Refused,Field,0
SFL107172,236534,90929,333,Tier 3,Medium,Good,10,Legal,Refused,Field,18772
SFL107173,46024,18916,134,Tier 1,Low,Average,4,Call,No Response,Call,0
SFL107174,32123,28968,32,Tier 1,Low,Poor,7,Call,Promised,Call,0
SFL107175,63008,32254,10,Tier 3,Medium,Average,2,Call,Promised,Field,6815
SFL107176,52753,21145,192,Tier 3,Medium,Average,5,Call,No Response,Field,0
SFL107177,29505,19140,783,Tier 3,Low,Poor,10,Call,No Response,Field,0
SFL107178,213935,163610,3,Tier 2,Low,Average,13,Field,Promised,Field,0
SFL107179,53936,23817,53,Tier 3,Low,Average,17,Field,No Response,Legal,0
SFL107180,241282,123002,81,Tier 3,Medium,Poor,1,Field,No Response,Call,0
SFL107181,69643,46812,116,Tier 2,Low,Good,16,Legal,Promised,Legal,0
SFL107182,214899,159174,276,Tier 2,Medium,Average,3,Legal,No Response,Field,0
SFL107183,111755,58677,227,Tier 2,High,Average,13,Field,Promised,Field,42661
SFL107184,1146196,734743,123,Tier 1,Low,Good,20,Call,No Response,Call,0
SFL107185,1180829,888376,206,Tier 3,Medium,Good,8,Field,Paid,Field,468130
SFL107186,129534,57127,170,Tier 2,Low,Poor,8,Call,Refused,Call,0
SFL107187,229786,149685,142,Tier 3,Medium,Average,2,Field,Paid,Call,0
SFL107188,68227,29708,149,Tier 3,Low,Average,8,Field,Paid,Field,8810
SFL107189,25955,24695,31,Tier 2,Medium,Poor,1,Legal,Refused,Call,0
SFL107190,69966,47139,24,Tier 2,Medium,Average,14,Call,No Response,Field,0
SFL107191,83301,62104,167,Tier 2,Medium,Good,3,Field,Paid,Field,37706
SFL107192,27584,9856,26,Tier 2,Low,Average,8,Field,No Response,Field,7879
SFL107193,431389,310300,42,Tier 3,Medium,Average,3,Call,Refused,Field,0
SFL107194,296133,217927,290,Tier 2,Low,Poor,7,Field,Paid,Call,0
SFL107195,262205,206802,148,Tier 3,Low,Good,5,Call,Refused,Field,121969
SFL107196,1012307,803966,41,Tier 3,Low,Average,4,Legal,Refused,Field,405628
SFL107197,294411,277182,127,Tier 3,Low,Average,17,Call,No Response,Field,178053
SFL107198,55551,19247,47,Tier 2,Medium,Good,6,Field,Promised,Field,10563
SFL107199,84270,59328,89,Tier 3,Low,Average,6,Call,No Response,Field,51449
SFL107200,49026,16090,113,Tier 2,Low,Poor,5,Field,No Response,Field,0
SFL107201,174871,53349,219,Tier 2,High,Poor,5,Call,Refused,Call,0
SFL107202,45378,36904,60,Tier 2,Low,Average,1,Field,Refused,Call,0
SFL107203,332090,261706,774,Tier 1,Medium,Average,2,Call,Refused,Legal,0
SFL107204,59480,57335,898,Tier 2,Medium,Good,9,Field,No Response,Field,44799
SFL107205,161040,97081,94,Tier 2,Medium,Poor,6,Call,No Response,Field,0
SFL107206,164027,152987,28,Tier 2,Low,Average,4,Field,No Response,Call,0
SFL107207,152025,70816,182,Tier 3,High,Average,2,Legal,No Response,Call,0
SFL107208,28506,21399,663,Tier 2,High,Good,2,Field,Paid,Field,15497
SFL107209,80905,26349,117,Tier 2,Medium,Poor,6,Field,Refused,Call,0
SFL107210,128442,45557,9,Tier 2,Medium,Average,3,Field,No Response,Legal,25792
SFL107211,61102,43083,4,Tier 2,Low,Poor,4,Call,No Response,Legal,0
SFL107212,291893,190489,157,Tier 3,Low,Average,5,Legal,Promised,Call,113198
SFL107213,960767,381302,177,Tier 2,Low,Good,17,Call,Refused,Field,0
SFL107214,74111,31372,703,Tier 1,Medium,Average,15,Field,Refused,Call,10607
SFL107215,57800,43611,178,Tier 1,Low,Average,14,Call,Promised,Legal,32617
SFL107216,67294,33159,77,Tier 3,Low,Average,11,Call,No Response,Field,12382
SFL107217,62665,27915,111,Tier 3,Medium,Poor,5,Call,Promised,Call,15271
SFL107218,12456,10754,99,Tier 2,High,Good,4,Legal,Promised,Field,8139
SFL107219,30418,9320,450,Tier 2,Low,Average,10,Call,Promised,Legal,0
SFL107220,185852,98773,121,Tier 2,Low,Average,1,Legal,No Response,Field,0
SFL107221,553391,419166,129,Tier 2,Medium,Average,2,Field,No Response,Field,0
SFL107222,324229,186162,221,Tier 1,High,Poor,6,Call,Refused,Call,0
SFL107223,52845,19909,364,Tier 1,Medium,Poor,5,Call,Promised,Call,9590
SFL107224,94361,66715,320,Tier 2,Low,Poor,14,Call,No Response,Field,0
SFL107225,1147436,673826,146,Tier 2,High,Average,4,Field,Refused,Legal,0
SFL107226,20034,11674,136,Tier 2,Medium,Poor,5,Call,No Response,Legal,0
SFL107227,29715,26051,281,Tier 1,Low,Poor,10,Call,Promised,Call,0
SFL107228,269557,233314,185,Tier 2,Low,Average,2,Legal,No Response,Field,0
SFL107229,37664,32177,72,Tier 1,Medium,Average,5,Call,No Response,Call,0
SFL107230,45683,37595,70,Tier 3,Low,Good,8,Call,No Response,Field,11340
SFL107231,147433,138583,47,Tier 1,High,Poor,7,Call,Refused,Call,0
